cohort_name,group_name,group_level,strata_name,strata_level,variable_name,variable_level,variable_type,estimate_type,estimate,estimate_suppressed
rectal_prolapse_broad_cs,By concept,Rectal prolapse (81336),Age group and sex,75 to 150 and Female,Person count,Overall,Numeric,Count,3781,FALSE
rectal_prolapse_broad_cs,By concept,Proctoptosis (4006305),Age group and sex,45 to 54 and Male,Person count,Overall,Numeric,Count,141,FALSE
rectal_prolapse_broad_cs,By concept,Rectal prolapse (81336),Age group and sex,25 to 34 and Female,Person count,Overall,Numeric,Count,421,FALSE
rectal_prolapse_broad_cs,By concept,Rectal prolapse (81336),Age group and sex,None and Male,Person count,Overall,Numeric,Count,605,FALSE
rectal_prolapse_broad_cs,By concept,Proctoptosis (4006305),Age group and sex,75 to 150 and Female,Person count,Overall,Numeric,Count,295,FALSE
rectal_prolapse_broad_cs,By concept,Proctoptosis (4006305),Age group and sex,0 to 17 and Male,Person count,Overall,Numeric,Count,32,FALSE
rectal_prolapse_broad_cs,By concept,Rectal prolapse (81336),Age group and sex,25 to 34 and Male,Person count,Overall,Numeric,Count,236,FALSE
rectal_prolapse_broad_cs,By concept,Rectal prolapse (81336),Age group and sex,75 to 150 and Male,Person count,Overall,Numeric,Count,545,FALSE
rectal_prolapse_broad_cs,By concept,Rectal prolapse (81336),Age group and sex,35 to 44 and Female,Person count,Overall,Numeric,Count,715,FALSE
rectal_prolapse_broad_cs,By concept,Proctoptosis (4006305),Age group and sex,18 to 24 and Female,Person count,Overall,Numeric,Count,17,FALSE
rectal_prolapse_broad_cs,By concept,Proctoptosis (4006305),Age group and sex,35 to 44 and Female,Person count,Overall,Numeric,Count,83,FALSE
rectal_prolapse_broad_cs,By concept,Rectal prolapse (81336),Age group and sex,35 to 44 and Male,Person count,Overall,Numeric,Count,469,FALSE
rectal_prolapse_broad_cs,By concept,Proctoptosis (4006305),Age group and sex,75 to 150 and Male,Person count,Overall,Numeric,Count,104,FALSE
rectal_prolapse_broad_cs,By concept,Proctoptosis (4006305),Age group and sex,0 to 17 and Female,Person count,Overall,Numeric,Count,15,FALSE
rectal_prolapse_broad_cs,By concept,Proctoptosis (4006305),Age group and sex,25 to 34 and Male,Person count,Overall,Numeric,Count,58,FALSE
rectal_prolapse_broad_cs,By concept,Proctoptosis (4006305),Age group and sex,65 to 74 and Male,Person count,Overall,Numeric,Count,130,FALSE
rectal_prolapse_broad_cs,By concept,Rectal prolapse (81336),Age group and sex,18 to 24 and Female,Person count,Overall,Numeric,Count,132,FALSE
rectal_prolapse_broad_cs,By concept,Rectal prolapse (81336),Age group and sex,65 to 74 and Female,Person count,Overall,Numeric,Count,2154,FALSE
rectal_prolapse_broad_cs,By concept,Rectal prolapse (81336),Age group and sex,0 to 17 and Female,Person count,Overall,Numeric,Count,424,FALSE
rectal_prolapse_broad_cs,By concept,Rectal prolapse (81336),Age group and sex,18 to 24 and Male,Person count,Overall,Numeric,Count,108,FALSE
rectal_prolapse_broad_cs,By concept,Proctoptosis (4006305),Age group and sex,None and Male,Person count,Overall,Numeric,Count,128,FALSE
rectal_prolapse_broad_cs,By concept,Proctoptosis (4006305),Age group and sex,35 to 44 and Male,Person count,Overall,Numeric,Count,107,FALSE
rectal_prolapse_broad_cs,By concept,Rectal prolapse (81336),Age group and sex,None and Female,Person count,Overall,Numeric,Count,1729,FALSE
rectal_prolapse_broad_cs,By concept,Proctoptosis (4006305),Age group and sex,25 to 34 and Female,Person count,Overall,Numeric,Count,59,FALSE
rectal_prolapse_broad_cs,By concept,Rectal prolapse (81336),Age group and sex,45 to 54 and Female,Person count,Overall,Numeric,Count,1039,FALSE
rectal_prolapse_broad_cs,By concept,Rectal prolapse (81336),Age group and sex,45 to 54 and Male,Person count,Overall,Numeric,Count,560,FALSE
rectal_prolapse_broad_cs,By concept,Proctoptosis (4006305),Age group and sex,45 to 54 and Female,Person count,Overall,Numeric,Count,148,FALSE
rectal_prolapse_broad_cs,By concept,Rectal prolapse (81336),Age group and sex,0 to 17 and Male,Person count,Overall,Numeric,Count,624,FALSE
rectal_prolapse_broad_cs,By concept,Rectal prolapse (81336),Age group and sex,65 to 74 and Male,Person count,Overall,Numeric,Count,553,FALSE
rectal_prolapse_narrow_cs,Codelist,Overall,Overall,Overall,Record count,Overall,Numeric,Count,49506,FALSE
rectal_prolapse_narrow_cs,By concept,Proctoptosis (4006305),Overall,Overall,Record count,Overall,Numeric,Count,3728,FALSE
rectal_prolapse_narrow_cs,By concept,Rectal prolapse (81336),Overall,Overall,Record count,Overall,Numeric,Count,45778,FALSE
rectal_prolapse_narrow_cs,Codelist,Overall,Year,2021,Record count,Overall,Numeric,Count,9193,FALSE
rectal_prolapse_narrow_cs,Codelist,Overall,Year,2017,Record count,Overall,Numeric,Count,10657,FALSE
rectal_prolapse_narrow_cs,Codelist,Overall,Year,2022,Record count,Overall,Numeric,Count,2474,FALSE
rectal_prolapse_narrow_cs,Codelist,Overall,Year,2019,Record count,Overall,Numeric,Count,9852,FALSE
rectal_prolapse_narrow_cs,Codelist,Overall,Year,2020,Record count,Overall,Numeric,Count,8149,FALSE
rectal_prolapse_narrow_cs,Codelist,Overall,Year,2018,Record count,Overall,Numeric,Count,9181,FALSE
rectal_prolapse_narrow_cs,By concept,Proctoptosis (4006305),Year,2022,Record count,Overall,Numeric,Count,132,FALSE
rectal_prolapse_narrow_cs,By concept,Proctoptosis (4006305),Year,2020,Record count,Overall,Numeric,Count,573,FALSE
rectal_prolapse_narrow_cs,By concept,Proctoptosis (4006305),Year,2021,Record count,Overall,Numeric,Count,671,FALSE
rectal_prolapse_narrow_cs,By concept,Proctoptosis (4006305),Year,2019,Record count,Overall,Numeric,Count,754,FALSE
rectal_prolapse_narrow_cs,By concept,Rectal prolapse (81336),Year,2018,Record count,Overall,Numeric,Count,8393,FALSE
rectal_prolapse_narrow_cs,By concept,Rectal prolapse (81336),Year,2017,Record count,Overall,Numeric,Count,9847,FALSE
rectal_prolapse_narrow_cs,By concept,Proctoptosis (4006305),Year,2017,Record count,Overall,Numeric,Count,810,FALSE
rectal_prolapse_narrow_cs,By concept,Rectal prolapse (81336),Year,2021,Record count,Overall,Numeric,Count,8522,FALSE
rectal_prolapse_narrow_cs,By concept,Rectal prolapse (81336),Year,2022,Record count,Overall,Numeric,Count,2342,FALSE
rectal_prolapse_narrow_cs,By concept,Rectal prolapse (81336),Year,2019,Record count,Overall,Numeric,Count,9098,FALSE
